,dates,close
0,2022-08-01,-0.037430234
1,2022-08-02,-0.036957167
2,2022-08-03,-0.03577175
3,2022-08-04,-0.035320602
4,2022-08-05,-0.035771616
5,2022-08-08,-0.035223402
6,2022-08-09,-0.036135353
7,2022-08-10,-0.035956465
