,dates,close
0,2022-08-01,1699.0267
1,2022-08-02,1686.5963
2,2022-08-03,1693.2305
3,2022-08-04,1712.5544
4,2022-08-05,1709.3839
5,2022-08-08,1707.2727
6,2022-08-09,1715.2212
7,2022-08-10,1733.2317
