,dates,close
0,2022-08-01,1678.631
1,2022-08-02,1672.9678
2,2022-08-03,1671.3314
3,2022-08-04,1689.1271
4,2022-08-05,1690.0637
5,2022-08-08,1685.8491
6,2022-08-09,1690.268
7,2022-08-10,1706.8138
