epoch,loss,mean_absolute_error,mean_absolute_percentage_error,root_mean_squared_error,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error,val_root_mean_squared_error
0,3.2762434482574463,0.7934945821762085,102.2721176147461,0.9183527231216431,4.65861701965332,1.5171056985855103,99.62410736083984,1.5277918577194214
1,3.0603084564208984,0.7917256951332092,102.1283950805664,0.916060209274292,4.448132038116455,1.515747308731079,99.53508758544922,1.5264196395874023
2,2.8530611991882324,0.7892824411392212,102.28915405273438,0.9127829074859619,4.247655391693115,1.5143561363220215,99.44434356689453,1.5250102281570435
3,2.655876636505127,0.7866430282592773,101.99715423583984,0.9092247486114502,4.057315826416016,1.512752652168274,99.33977508544922,1.523384928703308
4,2.4683189392089844,0.7836084961891174,104.19757080078125,0.9051274061203003,3.8767247200012207,1.5110151767730713,99.2268295288086,1.521620273590088
5,2.289998769760132,0.7801907062530518,105.48079681396484,0.90050208568573,3.7063827514648438,1.5092953443527222,99.11561584472656,1.5198651552200317
6,2.1209912300109863,0.7764367461204529,105.18534088134766,0.895426869392395,3.546515703201294,1.5077266693115234,99.01519775390625,1.5182524919509888
7,1.962350606918335,0.7725606560707092,109.8952865600586,0.8900410532951355,3.397681474685669,1.5061898231506348,98.91735076904297,1.5166653394699097
8,1.8132332563400269,0.7680931091308594,111.49459838867188,0.883987307548523,3.259937286376953,1.5045933723449707,98.81611633300781,1.5150099992752075
9,1.67543625831604,0.7631543874740601,108.49188995361328,0.8772822022438049,3.1335949897766113,1.5026135444641113,98.6902084350586,1.5129634141921997
10,1.5486787557601929,0.7577117681503296,116.66259765625,0.8700998425483704,3.016309976577759,1.5001329183578491,98.53205108642578,1.5104039907455444
11,1.4285145998001099,0.7504962682723999,114.9788818359375,0.8605881333351135,2.9058573246002197,1.496293306350708,98.28596496582031,1.506460189819336
12,1.3179630041122437,0.7420686483383179,122.59502410888672,0.8498902320861816,2.8004069328308105,1.4903031587600708,97.89958953857422,1.5003407001495361
13,1.2152676582336426,0.7316983938217163,127.2135009765625,0.8371434807777405,2.696162223815918,1.4810670614242554,97.30010223388672,1.4909539222717285
14,1.1169326305389404,0.7177590727806091,129.45372009277344,0.8202996253967285,2.5914111137390137,1.4680432081222534,96.45121002197266,1.477763295173645
15,1.0231280326843262,0.7000441551208496,118.98267364501953,0.799687922000885,2.4840965270996094,1.4506255388259888,95.31245422363281,1.4601670503616333
16,0.9339489936828613,0.6784334182739258,118.1386947631836,0.7754254341125488,2.372119665145874,1.428296446800232,93.84954071044922,1.4376492500305176
17,0.8439242839813232,0.6503726840019226,131.5805206298828,0.7441499829292297,2.255326509475708,1.4009636640548706,92.0557632446289,1.4101241827011108
18,0.7619534730911255,0.6200725436210632,142.3393096923828,0.7114710807800293,2.1353135108947754,1.3689014911651611,89.94783782958984,1.3778856992721558
19,0.6838778853416443,0.584880530834198,132.14891052246094,0.6742640137672424,2.0138306617736816,1.3326696157455444,87.56205749511719,1.3415030241012573
20,0.6136891841888428,0.5485252141952515,127.51700592041016,0.6358873248100281,1.8921984434127808,1.2930504083633423,84.94929504394531,1.3017704486846924
21,0.5478339195251465,0.5113217234611511,131.38351440429688,0.5941224694252014,1.7741944789886475,1.2515169382095337,82.20634460449219,1.2601711750030518
22,0.4945434033870697,0.4765324592590332,113.5938491821289,0.5561774373054504,1.6629252433776855,1.2093443870544434,79.41751098632812,1.217983365058899
23,0.45219260454177856,0.44437849521636963,104.87141418457031,0.5216610431671143,1.561828374862671,1.1680814027786255,76.68505859375,1.1767578125
24,0.41823893785476685,0.4142548739910126,115.9324951171875,0.48961538076400757,1.4679988622665405,1.1276166439056396,74.00262451171875,1.1363741159439087
25,0.393137127161026,0.3910115361213684,99.69334411621094,0.4645167589187622,1.3772474527359009,1.0873974561691284,71.33467864990234,1.096269965171814
26,0.3654157221317291,0.3636869192123413,89.50125885009766,0.4359702467918396,1.2902195453643799,1.0478250980377197,68.7073745727539,1.056854248046875
27,0.34017908573150635,0.3377847373485565,78.03401947021484,0.40907570719718933,1.2061882019042969,1.0082170963287354,66.07575988769531,1.017445683479309
28,0.3215973675251007,0.3176422715187073,72.67771911621094,0.3887220323085785,1.1254929304122925,0.9687175154685974,63.449851989746094,0.9781855344772339
29,0.29830649495124817,0.2916185259819031,58.54945755004883,0.3612700402736664,1.0487290620803833,0.9298607707023621,60.864898681640625,0.9396114349365234
30,0.2807050347328186,0.26857009530067444,43.60370635986328,0.33988815546035767,0.9743501543998718,0.8905250430107117,58.247947692871094,0.900591254234314
31,0.2654947340488434,0.25101470947265625,38.83170700073242,0.3215613067150116,0.9051744937896729,0.8527647852897644,55.73527526855469,0.8631693124771118
32,0.2507832646369934,0.2321515530347824,41.11013412475586,0.30284228920936584,0.8405109643936157,0.81600022315979,53.289031982421875,0.8267632722854614
33,0.23680293560028076,0.21345049142837524,48.979759216308594,0.28463152050971985,0.7810584306716919,0.7809292078018188,50.955345153808594,0.7920643091201782
34,0.22661192715168,0.201871857047081,47.749412536621094,0.2721022963523865,0.7258723974227905,0.7470415830612183,48.701873779296875,0.7585422992706299
35,0.21559928357601166,0.18933025002479553,61.24625778198242,0.2579036355018616,0.67711341381073,0.7162985801696777,46.65925598144531,0.7281267046928406
36,0.20741981267929077,0.18016837537288666,61.17595672607422,0.2489936202764511,0.6328913569450378,0.6876527667045593,44.75764083862305,0.6997795701026917
37,0.1997142732143402,0.1735282689332962,65.70497131347656,0.2409258335828781,0.5938992500305176,0.6618074178695679,43.04471969604492,0.6741690039634705
38,0.1909070461988449,0.1668432205915451,64.39962768554688,0.23063689470291138,0.5592924356460571,0.6385077834129333,41.50241470336914,0.651056706905365
39,0.18630634248256683,0.16517631709575653,66.82545471191406,0.2290542721748352,0.5279467105865479,0.6168988347053528,40.07423782348633,0.6295880079269409
40,0.17968834936618805,0.16155488789081573,60.660499572753906,0.22318440675735474,0.5007933974266052,0.5981473326683044,38.83806228637695,0.6108978986740112
41,0.17369426786899567,0.1573287546634674,61.31810760498047,0.21882009506225586,0.47555845975875854,0.5804871916770935,37.67430114746094,0.593291163444519
42,0.16699059307575226,0.1529587358236313,66.70264434814453,0.21262599527835846,0.45404794812202454,0.565633237361908,36.69905471801758,0.578404426574707
43,0.16334134340286255,0.15380600094795227,59.04104995727539,0.21356046199798584,0.4345358908176422,0.5520758628845215,35.81086730957031,0.5647748708724976
44,0.15867267549037933,0.1518585979938507,62.001182556152344,0.21129758656024933,0.414821982383728,0.5376084446907043,34.86162185668945,0.5502685904502869
45,0.15299715101718903,0.14876697957515717,64.19166564941406,0.2059445083141327,0.3969235420227051,0.5243022441864014,33.990596771240234,0.5368823409080505
46,0.1487504541873932,0.147209033370018,73.2644271850586,0.20419779419898987,0.3795110285282135,0.5112037658691406,33.13036346435547,0.5237714648246765
47,0.14436884224414825,0.146371990442276,54.98542785644531,0.2014407217502594,0.36243340373039246,0.497730016708374,32.24704360961914,0.5102543234825134
48,0.14009039103984833,0.1422145664691925,58.905296325683594,0.19839470088481903,0.3479142189025879,0.48652830719947815,31.51531219482422,0.49895358085632324
49,0.13692785799503326,0.14159607887268066,63.457557678222656,0.19775739312171936,0.33232325315475464,0.47355160117149353,30.664331436157227,0.48594769835472107
50,0.13257062435150146,0.13997769355773926,55.49913787841797,0.19431273639202118,0.321637362241745,0.4657719135284424,30.15966796875,0.47801145911216736
51,0.13049212098121643,0.1406845897436142,55.088714599609375,0.19571979343891144,0.30851903557777405,0.4545532166957855,29.427013397216797,0.4666975736618042
52,0.1259213238954544,0.1381986141204834,52.191680908203125,0.19085927307605743,0.2978094816207886,0.446031779050827,28.872089385986328,0.4580613970756531
53,0.12441330403089523,0.13846373558044434,51.791900634765625,0.1936643123626709,0.2878257930278778,0.43797165155410767,28.349443435668945,0.44983938336372375
54,0.12085545063018799,0.136411651968956,47.169334411621094,0.19084198772907257,0.2783515751361847,0.43018046021461487,27.84304428100586,0.4419211149215698
55,0.11759216338396072,0.13464084267616272,44.79564666748047,0.18829494714736938,0.2678770422935486,0.42078134417533875,27.229034423828125,0.43244946002960205
56,0.11503257602453232,0.13332127034664154,45.55202865600586,0.1867026388645172,0.25765281915664673,0.4111987352371216,26.60435676574707,0.4227656126022339
57,0.11361490935087204,0.13241040706634521,49.02771759033203,0.18835696578025818,0.24781844019889832,0.4019128382205963,25.997106552124023,0.4134286344051361
58,0.11224820464849472,0.13480441272258759,45.76667022705078,0.18984530866146088,0.23765145242214203,0.3917293846607208,25.3305721282959,0.40320926904678345
59,0.10931462794542313,0.13375020027160645,39.718162536621094,0.18729053437709808,0.22962339222431183,0.3841996490955353,24.839265823364258,0.3956111669540405
60,0.10702186822891235,0.13214831054210663,54.292236328125,0.18584929406642914,0.2224007397890091,0.3773610293865204,24.395429611206055,0.38865193724632263
61,0.10423773527145386,0.13055884838104248,45.76117706298828,0.18362456560134888,0.2171269953250885,0.3731551170349121,24.125516891479492,0.38429155945777893
62,0.10162881761789322,0.12889133393764496,46.71540451049805,0.18084441125392914,0.2086755633354187,0.364084392786026,23.5325927734375,0.37517622113227844
63,0.10097119212150574,0.1287013292312622,46.597564697265625,0.18352045118808746,0.2032548189163208,0.3592217266559601,23.219196319580078,0.3701722323894501
64,0.09840015321969986,0.12856338918209076,43.597469329833984,0.18112559616565704,0.19594857096672058,0.35140058398246765,22.706525802612305,0.362348347902298
65,0.09623978286981583,0.1260157823562622,44.68959045410156,0.17884741723537445,0.1904987394809723,0.3459635376930237,22.35580825805664,0.3567660450935364
66,0.0958690345287323,0.12921884655952454,42.254093170166016,0.18233241140842438,0.18488530814647675,0.3402649462223053,21.984481811523438,0.3510092794895172
67,0.09285933524370193,0.1259232461452484,36.09366226196289,0.17783144116401672,0.17939287424087524,0.3344258964061737,21.60544204711914,0.34507694840431213
68,0.09294719249010086,0.12921550869941711,34.688594818115234,0.18224501609802246,0.1770407259464264,0.33339640498161316,21.54575538635254,0.3438405394554138
69,0.09266149252653122,0.12930479645729065,36.87670135498047,0.18475794792175293,0.17007027566432953,0.3248002231121063,20.984506607055664,0.33519718050956726
70,0.089483842253685,0.12570008635520935,42.78159713745117,0.179778590798378,0.1660936176776886,0.32105889916419983,20.74003028869629,0.3314330279827118
71,0.08776713162660599,0.12542814016342163,39.875770568847656,0.17874202132225037,0.16246333718299866,0.3176175653934479,20.518808364868164,0.3278787434101105
72,0.08631069213151932,0.12337798625230789,38.9509391784668,0.1777004897594452,0.15831151604652405,0.3130407929420471,20.223051071166992,0.32319915294647217
73,0.0841989666223526,0.12245190888643265,37.81123352050781,0.17528942227363586,0.15521304309368134,0.3102450370788574,20.044286727905273,0.32028675079345703
74,0.08445291221141815,0.12502215802669525,36.877357482910156,0.17900051176548004,0.14889168739318848,0.3017592132091522,19.48790740966797,0.3118235170841217
75,0.08151064813137054,0.12158375233411789,34.329132080078125,0.1734737753868103,0.14516939222812653,0.2974902093410492,19.211917877197266,0.3074628412723541
76,0.08138210326433182,0.12465391308069229,38.2151985168457,0.1765509992837906,0.14353139698505402,0.29686427116394043,19.174095153808594,0.3067460358142853
77,0.08068819344043732,0.12485567480325699,33.91764450073242,0.17701172828674316,0.137990802526474,0.28907686471939087,18.665742874145508,0.2989272177219391
78,0.07796169072389603,0.12182038277387619,32.793548583984375,0.1722540259361267,0.13664861023426056,0.28872254490852356,18.64853858947754,0.29841160774230957
79,0.07802824676036835,0.12272943556308746,31.748422622680664,0.17500045895576477,0.13217981159687042,0.28267017006874084,18.253089904785156,0.29234549403190613
80,0.07731568068265915,0.12347983568906784,30.714365005493164,0.17541982233524323,0.12774138152599335,0.2764967381954193,17.846820831298828,0.28623130917549133
81,0.07463478296995163,0.1211664006114006,31.037487030029297,0.1703805923461914,0.12647496163845062,0.27609413862228394,17.8269100189209,0.28565701842308044
82,0.07314034551382065,0.11788424849510193,31.532032012939453,0.16858184337615967,0.1239139586687088,0.2731305956840515,17.636062622070312,0.28261446952819824
83,0.07367587834596634,0.1209963709115982,29.895212173461914,0.17257775366306305,0.12219330668449402,0.27167657017707825,17.54338836669922,0.2810930609703064
84,0.07385976612567902,0.12282721698284149,33.010093688964844,0.17537575960159302,0.11842062324285507,0.2661965787410736,17.182188034057617,0.2756822407245636
85,0.07239672541618347,0.1222505122423172,32.02383041381836,0.1734500527381897,0.11663426458835602,0.264428049325943,17.070775985717773,0.2738024890422821
86,0.07146638631820679,0.12069176882505417,30.548057556152344,0.17287926375865936,0.11425741016864777,0.2614508867263794,16.878135681152344,0.27077195048332214
87,0.07157854735851288,0.12421107292175293,31.384511947631836,0.17513799667358398,0.11091560125350952,0.2564789354801178,16.553010940551758,0.26580262184143066
88,0.0686621442437172,0.11994189023971558,35.493953704833984,0.16903340816497803,0.1104268729686737,0.25717684626579285,16.60321044921875,0.2663739025592804
89,0.06789844483137131,0.1195269227027893,30.459449768066406,0.16896697878837585,0.11086670309305191,0.25962942838668823,16.76944351196289,0.26866886019706726
90,0.06797394901514053,0.1202278882265091,28.821123123168945,0.17128902673721313,0.10869189351797104,0.2567894458770752,16.586591720581055,0.26575642824172974
91,0.06629393249750137,0.11889733374118805,27.350648880004883,0.16785147786140442,0.10613631457090378,0.25304728746414185,16.341787338256836,0.262015163898468
92,0.06578093022108078,0.11871986836194992,29.408626556396484,0.1678438037633896,0.10257456451654434,0.24724535644054413,15.959729194641113,0.25628772377967834
93,0.06689087301492691,0.1216394454240799,25.210927963256836,0.1730726659297943,0.09813110530376434,0.2393367737531662,15.43906307220459,0.24849334359169006
94,0.0660625547170639,0.12114159762859344,30.710071563720703,0.17216847836971283,0.09806900471448898,0.2406146079301834,15.531570434570312,0.24953362345695496
95,0.06469792872667313,0.11927225440740585,23.541513442993164,0.17034034430980682,0.09742547571659088,0.24072811007499695,15.538989067077637,0.2496384084224701
96,0.06328999251127243,0.11828992515802383,26.599281311035156,0.16745319962501526,0.09448075294494629,0.23574841022491455,15.212340354919434,0.24470040202140808
97,0.06330080330371857,0.1183745414018631,25.656187057495117,0.16877365112304688,0.09444677084684372,0.23692990839481354,15.297605514526367,0.2456677407026291
98,0.06250154972076416,0.11871335655450821,28.531808853149414,0.16868476569652557,0.09181855618953705,0.232601135969162,15.010429382324219,0.24145406484603882
99,0.06245952099561691,0.12051093578338623,30.128442764282227,0.16971953213214874,0.09151247888803482,0.2331756353378296,15.053191184997559,0.24188877642154694
100,0.060306258499622345,0.11644457280635834,27.929994583129883,0.16506224870681763,0.08945338428020477,0.22987554967403412,14.838727951049805,0.2385638952255249
101,0.06063401699066162,0.11761230230331421,28.379701614379883,0.16775435209274292,0.08852490037679672,0.22900733351707458,14.780914306640625,0.23771877586841583
102,0.061931319534778595,0.12099716812372208,28.49626350402832,0.17286361753940582,0.08749885857105255,0.22797608375549316,14.71656608581543,0.2366136908531189
103,0.06002308055758476,0.11775551736354828,29.021657943725586,0.16823452711105347,0.08520283550024033,0.22404132783412933,14.456501007080078,0.23276425898075104
104,0.058393433690071106,0.11628568172454834,27.47745132446289,0.1651073843240738,0.08652493357658386,0.22812789678573608,14.731714248657227,0.23662453889846802
105,0.06009916588664055,0.1197778657078743,30.251338958740234,0.171132430434227,0.08446019142866135,0.22454364597797394,14.495386123657227,0.23310120403766632
106,0.058493152260780334,0.11768604815006256,23.770923614501953,0.1678822636604309,0.08276545256376266,0.22171616554260254,14.313613891601562,0.23020797967910767
107,0.0576314739882946,0.1179024949669838,22.800336837768555,0.16655214130878448,0.08062305301427841,0.21780464053153992,14.056089401245117,0.22635695338249207
108,0.056650735437870026,0.11682767421007156,22.876630783081055,0.16470375657081604,0.07865677028894424,0.21430711448192596,13.825647354125977,0.22292272746562958
109,0.05767437815666199,0.1174326166510582,28.640506744384766,0.16906970739364624,0.07792146503925323,0.21350136399269104,13.77675724029541,0.22201701998710632
110,0.055345069617033005,0.11472594738006592,26.770658493041992,0.16330227255821228,0.07791360467672348,0.21460285782814026,13.85359001159668,0.22299040853977203
111,0.056679125875234604,0.1178075298666954,27.879053115844727,0.16845020651817322,0.07987499982118607,0.22024096548557281,14.225125312805176,0.22851905226707458
112,0.0559520348906517,0.11656291037797928,27.750398635864258,0.16760118305683136,0.07763529568910599,0.21597342193126678,13.943981170654297,0.2243252694606781
113,0.05484786257147789,0.11553065478801727,25.209474563598633,0.16529683768749237,0.07549577951431274,0.21175126731395721,13.669650077819824,0.22008134424686432
114,0.05396970734000206,0.11452634632587433,31.44286346435547,0.1637711077928543,0.07325015962123871,0.2073277086019516,13.377020835876465,0.21576763689517975
115,0.05507640540599823,0.1181441992521286,23.512121200561523,0.16783660650253296,0.07129882276058197,0.20345047116279602,13.123827934265137,0.21190889179706573
116,0.054785534739494324,0.11828423291444778,27.988357543945312,0.1679457724094391,0.07164039462804794,0.20530162751674652,13.24983024597168,0.21361945569515228
117,0.053563471883535385,0.1170012503862381,26.384174346923828,0.1653551310300827,0.06963256001472473,0.20114581286907196,12.974279403686523,0.2095831036567688
118,0.05296784266829491,0.11652153730392456,28.86867332458496,0.1644158661365509,0.06869547814130783,0.19970504939556122,12.883584976196289,0.20806479454040527
119,0.0531909205019474,0.11697295308113098,25.450746536254883,0.16622814536094666,0.06895940005779266,0.20118021965026855,12.982745170593262,0.20945428311824799
120,0.05288631469011307,0.11706748604774475,27.46352195739746,0.16629661619663239,0.07028501480817795,0.20533841848373413,13.260671615600586,0.21343252062797546
121,0.05379569157958031,0.11892096698284149,27.6297550201416,0.1698443442583084,0.06932566314935684,0.20377738773822784,13.158411979675293,0.21188519895076752
122,0.05205860733985901,0.11582991480827332,25.418455123901367,0.16564711928367615,0.0671384334564209,0.1990155726671219,12.841142654418945,0.2072945237159729
123,0.05192658305168152,0.11742305755615234,26.643348693847656,0.16579052805900574,0.0666780024766922,0.19874125719070435,12.827032089233398,0.20693199336528778
124,0.053533315658569336,0.12056370079517365,29.605915069580078,0.17150168120861053,0.06623885035514832,0.19830042123794556,12.801992416381836,0.20639905333518982
125,0.05277429521083832,0.11825922131538391,29.628337860107422,0.1701151430606842,0.06621481478214264,0.1989324986934662,12.84749698638916,0.20691744983196259
126,0.05057937651872635,0.11614351719617844,25.047163009643555,0.16424618661403656,0.06481805443763733,0.19615837931632996,12.661757469177246,0.2042708545923233
127,0.05114392936229706,0.11752517521381378,28.145671844482422,0.16692854464054108,0.0627104863524437,0.1913338154554367,12.342574119567871,0.19957305490970612
128,0.05110345035791397,0.1173800528049469,34.20099639892578,0.16751529276371002,0.0631294846534729,0.1930728554725647,12.460211753845215,0.20119211077690125
129,0.05059089511632919,0.11643079668283463,24.890615463256836,0.16640877723693848,0.06340225785970688,0.19459693133831024,12.560955047607422,0.2026779055595398
130,0.05004134029150009,0.11590935289859772,27.364620208740234,0.16591183841228485,0.06313811987638474,0.1945101022720337,12.554348945617676,0.20260854065418243
131,0.05024388059973717,0.11751620471477509,21.249422073364258,0.16658499836921692,0.061633381992578506,0.1911643147468567,12.33837604522705,0.199221670627594
132,0.0492447167634964,0.11505957692861557,26.032020568847656,0.16399481892585754,0.05928891524672508,0.185623899102211,11.973857879638672,0.19379131495952606
133,0.05013062804937363,0.11787717789411545,34.75581741333008,0.16720513999462128,0.06010190397500992,0.1884550154209137,12.16451358795166,0.1964542418718338
134,0.04889031499624252,0.11570558696985245,25.840120315551758,0.1649353951215744,0.05802939087152481,0.183578222990036,11.840800285339355,0.19174383580684662
135,0.049153342843055725,0.11696568131446838,27.115680694580078,0.16610589623451233,0.05838976800441742,0.18511497974395752,11.948549270629883,0.19308248162269592
136,0.04801953583955765,0.11487282812595367,25.611703872680664,0.16356079280376434,0.058718834072351456,0.18670713901519775,12.051675796508789,0.19467943906784058
137,0.047512490302324295,0.1155984178185463,26.3780574798584,0.16256189346313477,0.05970148742198944,0.1898508369922638,12.256948471069336,0.1977904886007309
138,0.04792865738272667,0.11527271568775177,27.19727325439453,0.16465307772159576,0.06023092940449715,0.1919770985841751,12.399983406066895,0.19980980455875397
139,0.04811755567789078,0.11667139828205109,27.929975509643555,0.16591499745845795,0.055563781410455704,0.1798899620771408,11.60275936126709,0.18800650537014008
140,0.04838951677083969,0.11679989099502563,25.98524284362793,0.16702686250209808,0.054512180387973785,0.17754000425338745,11.451001167297363,0.18563421070575714
141,0.047501932829618454,0.11515536159276962,22.493309020996094,0.16485939919948578,0.05430607125163078,0.17752887308597565,11.456792831420898,0.18546023964881897
142,0.04716918244957924,0.11435556411743164,25.66337013244629,0.1643989533185959,0.055674754083156586,0.1819898635149002,11.750012397766113,0.18983083963394165
143,0.047037895768880844,0.11620594561100006,29.452669143676758,0.16491229832172394,0.057138003408908844,0.18659168481826782,12.051227569580078,0.1943807452917099
144,0.047481391578912735,0.11714963614940643,26.570837020874023,0.1665830910205841,0.054382991045713425,0.1795332133769989,11.585206031799316,0.18750068545341492
145,0.04677008464932442,0.11606212705373764,27.3369083404541,0.16508592665195465,0.05466219410300255,0.180780827999115,11.66761302947998,0.18870645761489868
146,0.0470733605325222,0.11756240576505661,22.801170349121094,0.1666187047958374,0.05357649549841881,0.1782243251800537,11.49907112121582,0.18621185421943665
147,0.04686565697193146,0.11589081585407257,30.38350486755371,0.1662457287311554,0.05289922654628754,0.17680254578590393,11.408720016479492,0.1847379058599472
148,0.04622708633542061,0.11568551510572433,30.57111358642578,0.16477049887180328,0.05381161719560623,0.17994137108325958,11.614471435546875,0.18782663345336914
149,0.04656694829463959,0.11665196716785431,21.316789627075195,0.16615867614746094,0.04990440234541893,0.16915856301784515,10.908525466918945,0.17720070481300354
150,0.045501869171857834,0.11518856137990952,32.689697265625,0.16367648541927338,0.05286756157875061,0.17834611237049103,11.5179443359375,0.18606120347976685
151,0.04637653008103371,0.1173688992857933,22.79502296447754,0.1671524941921234,0.049130503088235855,0.16788560152053833,10.819202423095703,0.17609259486198425
152,0.0444224514067173,0.11393453180789948,25.608198165893555,0.16143758594989777,0.04984072595834732,0.17068198323249817,11.009892463684082,0.178656205534935
153,0.04652963578701019,0.11747200042009354,22.794654846191406,0.16830769181251526,0.05247323587536812,0.17869704961776733,11.53955364227295,0.18643289804458618
154,0.04609669744968414,0.11750634014606476,26.101839065551758,0.1675669103860855,0.052350834012031555,0.17874886095523834,11.544329643249512,0.18644756078720093
155,0.04523884505033493,0.11583608388900757,25.550060272216797,0.16548548638820648,0.049513526260852814,0.17110547423362732,11.036166191101074,0.179101824760437
156,0.04465798661112785,0.11526389420032501,25.908132553100586,0.16422276198863983,0.048731546849012375,0.16922414302825928,10.919845581054688,0.17707985639572144
157,0.04442961513996124,0.11503344029188156,17.849937438964844,0.16359908878803253,0.04774696007370949,0.16683192551136017,10.75973129272461,0.17481033504009247
158,0.045139871537685394,0.11691426485776901,22.269906997680664,0.16639211773872375,0.047136805951595306,0.165427565574646,10.671483039855957,0.17333675920963287
159,0.043644167482852936,0.11517420411109924,29.793371200561523,0.16210973262786865,0.04903925955295563,0.17151375114917755,11.075323104858398,0.17919281125068665
160,0.04492750018835068,0.11490696668624878,19.614896774291992,0.16655290126800537,0.04713743180036545,0.166426420211792,10.733078002929688,0.1744060069322586
161,0.0438188798725605,0.11360425502061844,20.74190902709961,0.16376255452632904,0.04795658215880394,0.16922277212142944,10.922497749328613,0.17700186371803284
162,0.04463633894920349,0.11734633892774582,26.967647552490234,0.16645553708076477,0.046962667256593704,0.16658708453178406,10.749124526977539,0.1744229644536972
163,0.0429290272295475,0.11499804258346558,27.77353286743164,0.1615610271692276,0.046273618936538696,0.1651231199502945,10.654115676879883,0.17296342551708221
164,0.04419424757361412,0.11683975160121918,24.811479568481445,0.16616955399513245,0.04746318235993385,0.1690683662891388,10.913774490356445,0.17681002616882324
165,0.04505627229809761,0.11861420422792435,21.78925323486328,0.16902635991573334,0.0455891378223896,0.16377654671669006,10.565436363220215,0.17164254188537598
166,0.04412591829895973,0.11759775131940842,19.310617446899414,0.16662369668483734,0.0469517707824707,0.16835327446460724,10.86931037902832,0.17604778707027435
167,0.04474376142024994,0.11772941797971725,27.334218978881836,0.16901874542236328,0.046272918581962585,0.1668018102645874,10.767151832580566,0.17453567683696747
168,0.044876523315906525,0.1189022958278656,24.348398208618164,0.16972562670707703,0.0443606860935688,0.16117368638515472,10.391002655029297,0.1691817343235016
169,0.04358309879899025,0.11580432951450348,27.849843978881836,0.16557373106479645,0.04667098447680473,0.16875401139259338,10.898706436157227,0.17636382579803467
170,0.042597100138664246,0.11493021249771118,20.527360916137695,0.1637222319841385,0.043937601149082184,0.16089147329330444,10.377184867858887,0.16879136860370636
