,dates,close
0,2022-08-31,1774.9799
1,2022-09-01,1763.0759
2,2022-09-02,1750.1553
3,2022-09-05,1758.3228
4,2022-09-06,1763.2776
5,2022-09-07,1771.5044
6,2022-09-08,1755.1082
7,2022-09-09,1747.7456
