,dates,close,close_orig
6298,2022-05-02,1778.0696,1813.65
6299,2022-05-03,1774.6467,1840.37
6300,2022-05-04,1799.149,1839.47
6301,2022-05-05,1798.3245,1834.39
6302,2022-05-06,1793.6691,1843.0
6303,2022-05-09,1801.5585,1847.98
6304,2022-05-10,1806.1196,1819.47
6305,2022-05-11,1779.9872,1797.13
6306,2022-05-12,1759.4769,1791.81
6307,2022-05-13,1754.5884,1797.3
6308,2022-05-16,1759.6329,1801.03
6309,2022-05-17,1764.0522,1806.79
6310,2022-05-18,1769.3417,1804.81
6311,2022-05-19,1767.5237,1808.2
6312,2022-05-20,1770.6362,1820.49
6313,2022-05-23,1781.9148,1825.97
6314,2022-05-24,1786.9408,1832.91
6315,2022-05-25,1793.3036,1826.63
6316,2022-05-26,1787.5461,1859.0
6317,2022-05-27,1817.1975,1871.35
6318,2022-05-30,1828.4935,1853.5
6319,2022-05-31,1812.1638,1869.64
6320,2022-06-01,1826.93,1898.41
6321,2022-06-02,1853.2115,1897.46
6323,2022-06-03,1852.3446,1898.51
6324,2022-06-06,1853.3029,1909.04
6325,2022-06-07,1862.909,1903.93
6326,2022-06-08,1858.2482,1888.71
6327,2022-06-09,1844.3563,1908.93
6328,2022-06-10,1862.8088,1945.01
6329,2022-06-13,1901.4441,1928.59
6330,2022-06-14,1886.5044,1936.23
6331,2022-06-15,1893.4578,1970.46
6332,2022-06-16,1924.5652,1997.6
6333,2022-06-17,1949.1744,2049.7
6334,2022-06-20,1996.2767,1991.85
6335,2022-06-21,1943.9646,1996.7
6336,2022-06-22,1948.3591,1987.31
6337,2022-06-23,1939.8497,1950.72
6338,2022-06-24,1906.6351,1917.69
6339,2022-06-27,1876.5773,1926.11
6340,2022-06-28,1884.2463,1942.49
6341,2022-06-29,1900.518,1919.98
6342,2022-06-30,1880.031,1935.89
6343,2022-07-01,1894.5144,1921.36
6344,2022-07-04,1881.2881,1944.2
6345,2022-07-05,1902.0729,1957.59
6346,2022-07-06,1914.2424,1957.78
6347,2022-07-07,1914.4149,1922.67
6348,2022-07-08,1882.4811,1919.5
6349,2022-07-11,1879.5939,1932.64
6350,2022-07-12,1891.5573,1937.11
6351,2022-07-13,1895.6244,1924.35
6352,2022-07-14,1873.3628,1932.73
6353,2022-07-15,1880.9961,1923.43
6354,2022-07-18,1872.5245,1925.26
6355,2022-07-19,1874.192,1931.45
6356,2022-07-20,1879.8304,1946.12
6357,2022-07-21,1893.1838,1953.63
6358,2022-07-22,1900.0145,1966.48
6359,2022-07-25,1911.6934,1978.16
6360,2022-07-26,1922.2997,1973.37
6361,2022-07-27,1917.9512,1978.63
6362,2022-07-28,1922.7263,1950.12
6363,2022-07-29,1896.8224,1957.52
6364,2022-08-01,1903.551,1951.2
6365,2022-08-02,1897.8046,1930.94
6366,2022-08-03,1879.3661,1897.91
6367,2022-08-04,1849.2494,1905.17
6368,2022-08-05,1855.8749,1885.88
6369,2022-08-08,1838.2635,1894.57
6370,2022-08-09,1846.2002,1896.23
