,dates,close,close_orig
6349,2022-05-02,1867.433,1932.64
6350,2022-05-03,1877.7592,1937.11
6351,2022-05-04,1881.2552,1924.35
6352,2022-05-05,1870.256,1932.73
6353,2022-05-06,1876.8372,1923.43
6354,2022-05-09,1869.5317,1925.26
6355,2022-05-10,1870.9722,1931.45
6356,2022-05-11,1875.8339,1946.12
6357,2022-05-12,1887.2906,1953.63
6358,2022-05-13,1893.12,1966.48
6359,2022-05-16,1903.0378,1978.16
6360,2022-05-17,1911.9908,1973.37
6361,2022-05-18,1908.3264,1978.63
6362,2022-05-19,1912.3499,1950.12
6363,2022-05-20,1890.3984,1957.52
6364,2022-05-23,1896.1298,1951.2
6365,2022-05-24,1891.2365,1930.94
6366,2022-05-25,1875.434,1897.91
6367,2022-05-26,1849.2952,1905.17
6368,2022-05-27,1855.0803,1885.88
6369,2022-05-30,1839.6599,1894.57
6370,2022-05-31,1846.6262,1896.23
