,dates,close,close_orig
6298,2022-05-02,1800.7598,1813.65
6299,2022-05-03,1797.2328,1840.37
6300,2022-05-04,1822.4664,1839.47
6301,2022-05-05,1821.6177,1834.39
6302,2022-05-06,1816.8254,1843.0
6303,2022-05-09,1824.946,1847.98
6304,2022-05-10,1829.6394,1819.47
6305,2022-05-11,1802.7352,1797.13
6306,2022-05-12,1781.5953,1791.81
6307,2022-05-13,1776.5536,1797.3
6308,2022-05-16,1781.7563,1801.03
6309,2022-05-17,1785.2822,1806.79
6310,2022-05-18,1790.7354,1804.81
6311,2022-05-19,1788.8612,1808.2
6312,2022-05-20,1792.0698,1820.49
6313,2022-05-23,1803.692,1825.97
6314,2022-05-24,1808.8694,1832.91
6315,2022-05-25,1815.4215,1826.63
6316,2022-05-26,1809.4927,1859.0
6317,2022-05-27,1840.0085,1871.35
6318,2022-05-30,1851.6221,1853.5
6319,2022-05-31,1834.8314,1869.64
6320,2022-06-01,1850.015,1898.41
6321,2022-06-02,1877.0105,1897.46
6323,2022-06-03,1876.1206,1898.51
6324,2022-06-06,1877.1042,1909.04
6325,2022-06-07,1886.9619,1903.93
6326,2022-06-08,1882.1797,1888.71
6327,2022-06-09,1867.9188,1908.93
6328,2022-06-10,1886.859,1945.01
6329,2022-06-13,1920.5004,1928.59
6330,2022-06-14,1905.1892,1936.23
6331,2022-06-15,1912.317,1970.46
6332,2022-06-16,1944.1709,1997.6
6333,2022-06-17,1969.3302,2049.7
6334,2022-06-20,2017.382,1991.85
6335,2022-06-21,1964.0071,1996.7
6336,2022-06-22,1968.4973,1987.31
6337,2022-06-23,1959.8014,1950.72
6338,2022-06-24,1925.8175,1917.69
6339,2022-06-27,1895.0084,1926.11
6340,2022-06-28,1902.874,1942.49
6341,2022-06-29,1918.1852,1919.98
6342,2022-06-30,1897.1813,1935.89
6343,2022-07-01,1912.0326,1921.36
6344,2022-07-04,1898.4706,1944.2
6345,2022-07-05,1919.7784,1957.59
6346,2022-07-06,1932.2427,1957.78
6347,2022-07-07,1932.4193,1922.67
6348,2022-07-08,1899.6942,1919.5
6349,2022-07-11,1896.7327,1932.64
6350,2022-07-12,1909.0012,1937.11
6351,2022-07-13,1913.1703,1924.35
6352,2022-07-14,1901.3408,1932.73
6353,2022-07-15,1909.1626,1923.43
6354,2022-07-18,1900.4817,1925.26
6355,2022-07-19,1902.1906,1931.45
6356,2022-07-20,1907.9684,1946.12
6357,2022-07-21,1921.6443,1953.63
6358,2022-07-22,1928.636,1966.48
6359,2022-07-25,1940.5837,1978.16
6360,2022-07-26,1951.4274,1973.37
6361,2022-07-27,1946.9823,1978.63
6362,2022-07-28,1951.8633,1950.12
6363,2022-07-29,1925.369,1957.52
6364,2022-08-01,1932.2548,1951.2
6365,2022-08-02,1926.3744,1930.94
6366,2022-08-03,1907.4926,1897.91
6367,2022-08-04,1876.6105,1905.17
6368,2022-08-05,1883.4087,1885.88
6369,2022-08-08,1865.3328,1894.57
6370,2022-08-09,1873.4811,1896.23
