,dates,close
0,2022-08-31,1742.7837
1,2022-09-01,1732.248
2,2022-09-02,1720.9832
3,2022-09-05,1727.6189
4,2022-09-06,1731.9326
5,2022-09-07,1739.3674
6,2022-09-08,1726.1401
7,2022-09-09,1718.6324
