,dates,close
0,2022-08-01,1667.6583
1,2022-08-02,1658.2462
2,2022-08-03,1670.3516
3,2022-08-04,1680.432
4,2022-08-05,1676.8734
5,2022-08-08,1673.8062
6,2022-08-09,1684.9587
7,2022-08-10,1686.6715
