,dates,close,close_orig
6349,2022-05-02,1885.9202,1932.64
6350,2022-05-03,1897.4454,1937.11
6351,2022-05-04,1901.3574,1924.35
6352,2022-05-05,1887.9147,1932.73
6353,2022-05-06,1895.2651,1923.43
6354,2022-05-09,1887.1068,1925.26
6355,2022-05-10,1888.7136,1931.45
6356,2022-05-11,1894.1434,1946.12
6357,2022-05-12,1906.9775,1953.63
6358,2022-05-13,1913.529,1966.48
6359,2022-05-16,1924.7095,1978.16
6360,2022-05-17,1934.8395,1973.37
6361,2022-05-18,1930.689,1978.63
6362,2022-05-19,1935.2463,1950.12
6363,2022-05-20,1910.4686,1957.52
6364,2022-05-23,1916.9175,1951.2
6365,2022-05-24,1911.4105,1930.94
6366,2022-05-25,1893.6963,1897.91
6367,2022-05-26,1864.6216,1905.17
6368,2022-05-27,1871.0328,1885.88
6369,2022-05-30,1853.973,1894.57
6370,2022-05-31,1861.6683,1896.23
