,dates,close
0,2022-08-31,1752.6143
1,2022-09-01,1741.4834
2,2022-09-02,1729.494
3,2022-09-05,1736.5358
4,2022-09-06,1741.2135
5,2022-09-07,1749.1058
6,2022-09-08,1735.0289
7,2022-09-09,1727.075
