,dates,close,close_orig
6413,2022-08-01,1794.8616,1817.8
6414,2022-08-02,1791.4423,1807.12
6415,2022-08-03,1789.0116,1808.94
6417,2022-08-04,1786.0078,1764.58
6418,2022-08-05,1778.8317,1739.08
6419,2022-08-08,1775.3298,1740.09
6420,2022-08-09,1740.7603,1742.45
6421,2022-08-10,1723.3337,1734.02
6422,2022-08-11,1724.2296,1726.09
6423,2022-08-12,1724.2494,1735.56
6424,2022-08-15,1717.2709,1709.72
6425,2022-08-16,1712.7164,1707.32
6426,2022-08-17,1714.872,1708.99
6427,2022-08-18,1696.4048,1711.56
6428,2022-08-19,1695.067,1696.53
6429,2022-08-22,1696.3102,1718.22
6430,2022-08-23,1696.0765,1727.38
6431,2022-08-24,1689.4462,1719.64
6432,2022-08-25,1706.0635,1717.2
6433,2022-08-26,1711.0908,1734.33
6434,2022-08-29,1705.6816,1755.83
6435,2022-08-30,1707.4023,1766.0
