,dates,close,close_orig
6349,2022-05-02,1879.4093,1932.64
6350,2022-05-03,1890.3291,1937.11
6351,2022-05-04,1894.0303,1924.35
6352,2022-05-05,1881.3695,1932.73
6353,2022-05-06,1888.3335,1923.43
6354,2022-05-09,1880.6035,1925.26
6355,2022-05-10,1882.1268,1931.45
6356,2022-05-11,1887.2714,1946.12
6357,2022-05-12,1899.411,1953.63
6358,2022-05-13,1905.5969,1966.48
6359,2022-05-16,1916.1357,1978.16
6360,2022-05-17,1925.6652,1973.37
6361,2022-05-18,1921.763,1978.63
6362,2022-05-19,1926.0477,1950.12
6363,2022-05-20,1902.7081,1957.52
6364,2022-05-23,1908.7932,1951.2
6365,2022-05-24,1903.5975,1930.94
6366,2022-05-25,1886.848,1897.91
6367,2022-05-26,1859.2399,1905.17
6368,2022-05-27,1865.3398,1885.88
6369,2022-05-30,1849.0925,1894.57
6370,2022-05-31,1856.4274,1896.23
