,dates,close,close_orig
6349,2022-05-02,1896.4669,1932.64
6350,2022-05-03,1908.6952,1937.11
6351,2022-05-04,1912.8502,1924.35
6352,2022-05-05,1900.7755,1932.73
6353,2022-05-06,1908.572,1923.43
6354,2022-05-09,1899.9192,1925.26
6355,2022-05-10,1901.6227,1931.45
6356,2022-05-11,1907.3817,1946.12
6357,2022-05-12,1921.0118,1953.63
6358,2022-05-13,1927.9795,1966.48
6359,2022-05-16,1939.8854,1978.16
6360,2022-05-17,1950.6898,1973.37
6361,2022-05-18,1946.2609,1978.63
6362,2022-05-19,1951.1241,1950.12
6363,2022-05-20,1924.7238,1957.52
6364,2022-05-23,1931.5857,1951.2
6365,2022-05-24,1925.7256,1930.94
6366,2022-05-25,1906.9073,1897.91
6367,2022-05-26,1876.1226,1905.17
6368,2022-05-27,1882.9001,1885.88
6369,2022-05-30,1864.8785,1894.57
6370,2022-05-31,1873.0026,1896.23
