,dates,close,close_orig
6349,2022-05-02,1900.9384,1932.64
6350,2022-05-03,1913.4753,1937.11
6351,2022-05-04,1917.7386,1924.35
6352,2022-05-05,1904.7834,1932.73
6353,2022-05-06,1912.7784,1923.43
6354,2022-05-09,1903.9056,1925.26
6355,2022-05-10,1905.6517,1931.45
6356,2022-05-11,1911.5574,1946.12
6357,2022-05-12,1925.5471,1953.63
6358,2022-05-13,1932.7056,1966.48
6359,2022-05-16,1944.9489,1978.16
6360,2022-05-17,1956.0718,1973.37
6361,2022-05-18,1951.5109,1978.63
6362,2022-05-19,1956.5192,1950.12
6363,2022-05-20,1929.3602,1957.52
6364,2022-05-23,1936.4126,1951.2
6365,2022-05-24,1930.3895,1930.94
6366,2022-05-25,1911.0709,1897.91
6367,2022-05-26,1879.5409,1905.17
6368,2022-05-27,1886.4749,1885.88
6369,2022-05-30,1868.0469,1894.57
6370,2022-05-31,1876.3503,1896.23
