,dates,close
0,2022-08-01,1671.4814
1,2022-08-02,1667.5785
2,2022-08-03,1665.6511
3,2022-08-04,1665.9596
4,2022-08-05,1667.2865
5,2022-08-08,1668.5612
6,2022-08-09,1673.6127
7,2022-08-10,1679.9719
