,dates,close,close_orig
6361,2022-08-01,1906.4181,1978.63
6362,2022-08-02,1909.0482,1950.12
6363,2022-08-03,1912.6628,1957.52
6364,2022-08-04,1917.2114,1951.2
6365,2022-08-05,1923.6526,1930.94
6366,2022-08-08,1929.9276,1897.91
6367,2022-08-09,1934.3564,1905.17
6368,2022-08-10,1935.79,1885.88
6369,2022-08-11,1934.2019,1894.57
6370,2022-08-12,1928.8326,1896.23
6371,2022-08-15,1921.9357,1862.84
6372,2022-08-16,1910.9934,1868.21
6373,2022-08-17,1902.4343,1881.23
6374,2022-08-18,1893.4843,1877.1
6375,2022-08-19,1883.0131,1882.61
6376,2022-08-22,1873.203,1853.83
6377,2022-08-23,1868.539,1838.24
6378,2022-08-24,1864.228,1852.44
6379,2022-08-25,1861.4471,1821.8
6380,2022-08-26,1858.9027,1811.34
6381,2022-08-29,1852.0905,1823.93
6382,2022-08-30,1849.8099,1815.04
6383,2022-08-31,1848.5336,1816.52
6384,2022-09-01,1843.5513,1842.1
6385,2022-09-02,1834.8301,1846.3
6386,2022-09-05,1825.4161,1853.49
6387,2022-09-06,1818.063,1866.4
6388,2022-09-07,1814.4033,1853.22
6389,2022-09-08,1810.505,1850.68
6390,2022-09-09,1809.3933,1853.0
6392,2022-09-12,1813.7468,1837.46
6393,2022-09-13,1819.4486,1846.42
6394,2022-09-14,1824.1715,1868.54
6395,2022-09-15,1831.0529,1850.9
6396,2022-09-16,1835.3901,1841.54
6397,2022-09-19,1837.514,1852.38
6398,2022-09-20,1837.4001,1853.12
6399,2022-09-21,1835.3271,1847.98
6400,2022-09-22,1834.2517,1871.38
6401,2022-09-23,1834.471,1819.36
6402,2022-09-26,1833.6318,1808.24
6403,2022-09-27,1834.8439,1833.86
6404,2022-09-28,1836.6115,1856.65
6405,2022-09-29,1833.9806,1840.08
6407,2022-09-30,1831.0323,1833.06
6408,2022-10-03,1830.3077,1837.84
6409,2022-10-04,1829.1444,1822.59
6410,2022-10-05,1826.4067,1826.98
6411,2022-10-06,1824.0908,1822.63
6412,2022-10-07,1819.5723,1819.9
6413,2022-10-10,1817.9175,1817.8
6414,2022-10-11,1822.2981,1807.12
6415,2022-10-12,1824.5734,1808.94
6417,2022-10-13,1822.081,1764.58
6418,2022-10-14,1818.0353,1739.08
6419,2022-10-17,1814.7711,1740.09
6420,2022-10-18,1809.9413,1742.45
6421,2022-10-19,1804.5288,1734.02
6422,2022-10-20,1798.3645,1726.09
6423,2022-10-21,1789.2032,1735.56
6424,2022-10-24,1778.9098,1709.72
6425,2022-10-25,1766.4976,1707.32
6426,2022-10-26,1753.273,1708.99
6427,2022-10-27,1740.1373,1711.56
6428,2022-10-28,1729.5938,1696.53
6429,2022-10-31,1725.1318,1718.22
6430,2022-11-01,1721.2882,1727.38
6431,2022-11-02,1716.4349,1719.64
6432,2022-11-03,1711.9282,1717.2
6433,2022-11-04,1708.2926,1734.33
6434,2022-11-07,1704.8605,1755.83
6435,2022-11-08,1704.3663,1766.0
