,dates,close
0,2022-08-01,1704.9161
1,2022-08-02,1694.6888
2,2022-08-03,1698.9298
3,2022-08-04,1718.895
4,2022-08-05,1716.3386
5,2022-08-08,1713.4043
6,2022-08-09,1720.5021
7,2022-08-10,1739.3444
