,dates,close,close_orig
6349,2022-05-02,1875.6685,1932.64
6350,2022-05-03,1886.4053,1937.11
6351,2022-05-04,1890.0432,1924.35
6352,2022-05-05,1879.2378,1932.73
6353,2022-05-06,1886.079,1923.43
6354,2022-05-09,1878.4851,1925.26
6355,2022-05-10,1879.9819,1931.45
6356,2022-05-11,1885.0358,1946.12
6357,2022-05-12,1896.9562,1953.63
6358,2022-05-13,1903.0277,1966.48
6359,2022-05-16,1913.3674,1978.16
6360,2022-05-17,1922.7119,1973.37
6361,2022-05-18,1918.886,1978.63
6362,2022-05-19,1923.0869,1950.12
6363,2022-05-20,1900.1926,1957.52
6364,2022-05-23,1906.1643,1951.2
6365,2022-05-24,1901.0653,1930.94
6366,2022-05-25,1884.6199,1897.91
6367,2022-05-26,1857.4832,1905.17
6368,2022-05-27,1863.4823,1885.88
6369,2022-05-30,1847.5005,1894.57
6370,2022-05-31,1854.7169,1896.23
