,dates,close,close_orig
9927,2022-11-02,1.0152317,1.02287
9928,2022-11-03,1.0203671,1.02088
9929,2022-11-04,1.0237098,1.02202
9930,2022-11-07,1.023536,1.01147
9931,2022-11-08,1.0242417,1.01997
9932,2022-11-09,1.023049,1.01972
9933,2022-11-10,1.0222068,1.02133
9934,2022-11-11,1.019693,1.02586
9935,2022-11-14,1.022334,1.01652
9936,2022-11-15,1.0235968,1.01627
9937,2022-11-16,1.0251403,1.0245
9938,2022-11-17,1.0252807,1.01737
9939,2022-11-18,1.0221245,1.01946
9940,2022-11-21,1.0221671,1.02124
9941,2022-11-22,1.0243448,1.02994
9942,2022-11-23,1.0232568,1.03174
9943,2022-11-24,1.0252932,1.02547
9944,2022-11-25,1.0283681,1.016
9945,2022-11-28,1.0315772,1.01705
9946,2022-11-29,1.0306016,1.01794
9947,2022-11-30,1.0254543,1.00822
9948,2022-12-01,1.0202713,1.00349
9949,2022-12-02,1.0184752,0.99429
9950,2022-12-05,1.0158172,0.99692
9951,2022-12-06,1.0095259,0.99645
9952,2022-12-07,1.0043273,0.99744
9953,2022-12-08,0.9998824,0.99655
9954,2022-12-09,1.0002748,0.99931
9955,2022-12-12,1.000883,1.00135
9956,2022-12-13,1.0020499,1.00517
9957,2022-12-14,1.0026548,0.99443
9958,2022-12-15,1.0035728,0.99211
9959,2022-12-16,1.0046407,0.99226
9960,2022-12-19,1.0034585,0.99036
9961,2022-12-20,0.9990791,1.00074
9962,2022-12-21,0.9985133,0.9994
9963,2022-12-22,0.99710333,1.01042
9964,2022-12-23,0.99885976,1.01223
9965,2022-12-26,1.0034765,0.99697
9966,2022-12-27,1.005963,0.99803
9967,2022-12-28,1.0089715,0.99969
9968,2022-12-29,1.0095503,1.00066
9969,2022-12-30,1.0033814,1.00223
9970,2023-01-02,1.0027335,0.99704
9971,2023-01-03,1.0032982,0.98366
9972,2023-01-04,1.0029774,0.98293
9973,2023-01-05,1.0006315,0.96672
9974,2023-01-06,0.9944706,0.96094
9975,2023-01-09,0.9854311,0.95931
9976,2023-01-10,0.9798017,0.973
9977,2023-01-11,0.9710965,0.98158
9978,2023-01-12,0.9674831,0.97756
9979,2023-01-13,0.97058827,0.98226
9980,2023-01-16,0.97790986,0.9983
9981,2023-01-17,0.983618,0.98705
9982,2023-01-18,0.98664373,0.97895
9983,2023-01-19,0.98982626,0.97285
9984,2023-01-20,0.9935572,0.96931
9985,2023-01-23,0.98781234,0.97061
9986,2023-01-24,0.98145354,0.97017
9987,2023-01-25,0.9771814,0.97703
9988,2023-01-26,0.9751484,0.97218
9989,2023-01-27,0.9756359,0.98352
9990,2023-01-30,0.9769038,0.98482
9991,2023-01-31,0.9800649,0.97724
9992,2023-02-01,0.9818088,0.97837
9993,2023-02-02,0.9859936,0.9873
9994,2023-02-03,0.9864532,0.98734
9995,2023-02-06,0.9840396,0.9961
9996,2023-02-07,0.9862896,1.00783
9997,2023-02-08,0.99071544,0.99642
9998,2023-02-09,0.9958367,0.99465
9999,2023-02-10,1.0015833,0.98724
