,dates,close
0,2022-08-31,1719.3434
1,2022-09-01,1710.3348
2,2022-09-02,1700.3735
3,2022-09-05,1704.5612
4,2022-09-06,1708.6864
5,2022-09-07,1715.2031
6,2022-09-08,1706.1484
7,2022-09-09,1697.5542
