,date,open,high,low,close,tick_volume,spread,real_volume
9994,25/10/2022,0.98734,0.99768,0.98486,0.99678,84606,0,0
9995,26/10/2022,0.9961,1.00886,0.99437,1.00833,91792,0,0
9996,27/10/2022,1.00783,1.00938,0.99576,0.99649,96542,0,0
9997,28/10/2022,0.99642,0.99982,0.99268,0.99658,87283,0,0
9998,31/10/2022,0.99465,0.99658,0.98729,0.98825,71092,0,0
9999,01/11/2022,0.98724,0.99384,0.9872,0.9927,23313,0,0
